Start,,,,,,,,,,,
SetBGM,4,,,,,,,,,,
DefBGMTime,170,,,,,,,,,,
SetSpeed,250,,,,,,,,,,
SwitchSkip,,,,,,,,,,,
SetDZ,375.5,-405,200,810,,,,,,,
SetDZ,711.5,-405,352,810,,,,,,,
Wait,240,,,,,,,,,,
SetDZ,452,-135,352,270,,,,,,,
SetDZ,788,-135,200,270,,,,,,,
Wait,180,,,,,,,,,,
SetEnemy,582,-24,50,582,360,0,582,744,50,0,2
Wait,50,,,,,,,,,,
SetEnemy,582,-24,50,582,360,0,582,744,50,1,2
Wait,50,,,,,,,,,,
SetEnemy,582,-24,50,582,360,0,582,744,50,0,2
Wait,50,,,,,,,,,,
SetEnemy,582,-24,50,582,360,0,582,744,50,1,2
Wait,50,,,,,,,,,,
SetEnemy,582,-24,50,582,360,0,582,744,50,0,2
Wait,50,,,,,,,,,,
SetEnemy,582,-24,50,582,360,0,582,744,50,1,2
Wait,50,,,,,,,,,,
SetEnemy,429,-24,25,429,200,230,429,-24,90,0,2
SetEnemy,735,-24,25,735,200,230,735,-24,90,0,2
Wait,25,,,,,,,,,,
SetEnemy,505.5,-24,25,505.5,150,205,505.5,-24,90,1,2
SetEnemy,658.5,-24,25,658.5,150,205,658.5,-24,90,1,2
Wait,25,,,,,,,,,,
SetEnemy,582,-24,25,582,100,180,582,-24,90,2,2
Wait,25,,,,,,,,,,
SwitchSkip,,,,,,,,,,,
Wait,180,,,,,,,,,,
SetEnemy,276,50,50,582,100,0,888,150,50,0,2
Wait,50,,,,,,,,,,
SetEnemy,888,50,50,582,100,0,276,150,50,1,2
Wait,50,,,,,,,,,,
SetEnemy,276,50,50,582,100,0,888,150,50,1,2
Wait,50,,,,,,,,,,
SetEnemy,888,50,50,582,100,0,276,150,50,0,2
Wait,100,,,,,,,,,,
SwitchSkip,,,,,,,,,,,
SetDZ,620,-25,536,50,,,,,,,
Wait,50,,,,,,,,,,
SetDZ,414,-25,276,50,,,,,,,
SetDZ,750,-25,276,50,,,,,,,
Wait,50,,,,,,,,,,
SetDZ,544,-25,536,50,,,,,,,
Wait,50,,,,,,,,,,
SetDZ,414,-25,276,50,,,,,,,
SetDZ,750,-25,276,50,,,,,,,
Wait,50,,,,,,,,,,
SetDZ,620,-25,536,50,,,,,,,
Wait,50,,,,,,,,,,
SetDZ,414,-25,276,50,,,,,,,
SetDZ,750,-25,276,50,,,,,,,
Wait,50,,,,,,,,,,
SetDZ,544,-25,536,50,,,,,,,
Wait,50,,,,,,,,,,
SetItem,1,566,-16,,,,,,,,
SetItem,0,598,-16,,,,,,,,
Wait,60,,,,,,,,,,
SwitchSkip,,,,,,,,,,,
SetEnemy,276,50,50,376,50,400,0,0,100,1,1
Wait,50,,,,,,,,,,
SetEnemy,276,215,50,376,215,500,0,0,100,1,1
Wait,50,,,,,,,,,,
SetEnemy,276,515,50,376,515,600,0,0,100,1,1
Wait,50,,,,,,,,,,
SetEnemy,276,670,50,376,670,700,0,0,100,1,1
Wait,50,,,,,,,,,,
SetEnemy,888,50,50,788,50,450,0,0,100,1,1
Wait,50,,,,,,,,,,
SetEnemy,888,215,50,788,215,550,0,0,100,1,1
Wait,50,,,,,,,,,,
SetEnemy,888,515,50,788,515,650,0,0,100,1,1
Wait,50,,,,,,,,,,
SetEnemy,888,670,50,788,670,750,0,0,100,1,1
Wait,900,,,,,,,,,,
SetEnemy,582,-24,25,582,50,464,582,744,100,2,2
Wait,25,,,,,,,,,,
SetEnemy,429,-24,25,505.5,100,385,505.5,744,100,2,2
SetEnemy,735,-24,25,658.5,100,385,658.5,744,100,2,2
Wait,25,,,,,,,,,,
SetEnemy,352.5,-24,25,429,150,310,429,744,100,1,2
SetEnemy,811.5,-24,25,735,150,310,735,744,100,1,2
Wait,25,,,,,,,,,,
SetEnemy,276,-24,25,352.5,200,235,352.5,744,100,0,2
SetEnemy,888,-24,25,811.5,200,235,811.5,744,100,0,2
Wait,589,,,,,,,,,,
SwitchSkip,,,,,,,,,,,
SetItem,1,566,-16,,,,,,,,
SetItem,0,598,-16,,,,,,,,
Wait,4,,,,,,,,,,
SetItem,1,566,-16,,,,,,,,
SetItem,0,598,-16,,,,,,,,
SwitchSkip,,,,,,,,,,,
SetEnemy,429,-24,544,429,336,150,276,336,50,1,2
SetEnemy,505.5,-24,544,505.5,336,200,276,336,50,2,2
SetEnemy,658.5,-24,544,658.5,336,200,888,336,50,2,2
SetEnemy,735,-24,544,735,336,150,888,336,50,1,2
SetEnemy,429,744,544,429,384,150,276,384,50,1,2
SetEnemy,505.5,744,544,505.5,384,200,276,384,50,2,2
SetEnemy,658.5,744,544,658.5,384,200,888,384,50,2,2
SetEnemy,735,744,544,735,384,150,888,384,50,1,2
Wait,794,,,,,,,,,,
SwitchSkip,,,,,,,,,,,
SetItem,1,566,-16,,,,,,,,
SetItem,0,598,-16,,,,,,,,
Wait,36,,,,,,,,,,
SetItem,1,566,-16,,,,,,,,
SetItem,0,598,-16,,,,,,,,
Wait,36,,,,,,,,,,
SetDZ,330,-30,108,60,,,,,,,
SetDZ,756,-30,264,60,,,,,,,
Wait,100,,,,,,,,,,
SetDZ,292,-30,33,60,,,,,,,
SetDZ,718,-30,339,60,,,,,,,
Wait,100,,,,,,,,,,
SetDZ,445,-30,339,60,,,,,,,
SetDZ,871,-30,33,60,,,,,,,
Wait,100,,,,,,,,,,
SetDZ,483,-30,415,60,,,,,,,
Wait,100,,,,,,,,,,
SetDZ,369,-30,186,60,,,,,,,
SetDZ,795,-30,186,60,,,,,,,
Wait,100,,,,,,,,,,
SetDZ,292,-30,33,60,,,,,,,
SetDZ,718,-30,339,60,,,,,,,
Wait,100,,,,,,,,,,
SetDZ,680,-30,416,60,,,,,,,
Wait,90,,,,,,,,,,
SetDZ,369,-30,186,60,,,,,,,
SetDZ,795,-30,186,60,,,,,,,
Wait,90,,,,,,,,,,
SwitchSkip,,,,,,,,,,,
SetEnemy,420,-24,300,420,360,0,420,744,100,1,2
Wait,50,,,,,,,,,,
SetEnemy,600,-24,300,600,360,0,600,744,100,0,2
Wait,50,,,,,,,,,,
SetEnemy,696,-24,300,696,360,0,696,744,100,0,2
Wait,50,,,,,,,,,,
SetEnemy,760,-24,300,760,360,0,760,744,100,2,2
Wait,50,,,,,,,,,,
SetEnemy,324,-24,300,324,360,0,324,744,100,1,2
Wait,50,,,,,,,,,,
SetEnemy,548,-24,300,548,360,0,548,744,100,0,2
Wait,50,,,,,,,,,,
SetEnemy,574,-24,300,574,360,0,574,744,100,2,2
Wait,50,,,,,,,,,,
SetEnemy,824,-24,300,824,360,0,824,744,100,1,2
Wait,50,,,,,,,,,,
SetEnemy,484,-24,300,484,360,0,484,744,100,1,2
Wait,50,,,,,,,,,,
SetEnemy,792,-24,300,792,360,0,792,744,100,2,2
Wait,50,,,,,,,,,,
SetEnemy,452,-24,300,452,360,0,452,744,100,0,2
Wait,50,,,,,,,,,,
SetEnemy,356,-24,300,356,360,0,356,744,100,1,2
Wait,50,,,,,,,,,,
