Start,,,,,,,,,,,
SetBGM,5,,,,,,,,,,
DefBGMTime,1000,,,,,,,,,,
SetSpeed,300,,,,,,,,,,
SwitchSkip,,,,,,,,,,,
SetEnemy,582,-75,336,582,75,0,0,0,10,7,3
Wait,147,,,,,,,,,,
SetDZ,735,-340,306,680,,,,,,,
Wait,168,,,,,,,,,,
SetDZ,429,-340,306,680,,,,,,,
Wait,168,,,,,,,,,,
SetDZ,735,-340,306,680,,,,,,,
Wait,168,,,,,,,,,,
SetDZ,429,-340,306,680,,,,,,,
Wait,168,,,,,,,,,,
SetItem,0,516,-16,,,,,,,,
SetItem,1,548,-16,,,,,,,,
SetDZ,384,-57,216,114,,,,,,,
SetDZ,750,-57,276,114,,,,,,,
Wait,42,,,,,,,,,,
SetDZ,414,-57,276,114,,,,,,,
SetDZ,780,-57,216,114,,,,,,,
Wait,42,,,,,,,,,,
SetDZ,384,-57,216,114,,,,,,,
SetDZ,750,-57,276,114,,,,,,,
Wait,42,,,,,,,,,,
SetDZ,414,-57,276,114,,,,,,,
SetDZ,780,-57,216,114,,,,,,,
Wait,42,,,,,,,,,,
SetDZ,384,-57,216,114,,,,,,,
SetDZ,750,-57,276,114,,,,,,,
Wait,42,,,,,,,,,,
SetDZ,414,-57,276,114,,,,,,,
SetDZ,780,-57,216,114,,,,,,,
Wait,42,,,,,,,,,,
SetDZ,384,-57,216,114,,,,,,,
SetDZ,750,-57,276,114,,,,,,,
Wait,42,,,,,,,,,,
SetDZ,414,-57,276,114,,,,,,,
SetDZ,780,-57,216,114,,,,,,,
Wait,42,,,,,,,,,,
SetItem,0,506,-16,,,,,,,,
SetItem,1,538,-16,,,,,,,,
SetDZ,369,-57,186,114,,,,,,,
SetDZ,735,-57,306,114,,,,,,,
Wait,42,,,,,,,,,,
SetDZ,429,-57,306,114,,,,,,,
SetDZ,795,-57,186,114,,,,,,,
Wait,42,,,,,,,,,,
SetDZ,369,-57,186,114,,,,,,,
SetDZ,735,-57,306,114,,,,,,,
Wait,42,,,,,,,,,,
SetDZ,429,-57,306,114,,,,,,,
SetDZ,795,-57,186,114,,,,,,,
Wait,42,,,,,,,,,,
SetDZ,369,-57,186,114,,,,,,,
SetDZ,735,-57,306,114,,,,,,,
Wait,42,,,,,,,,,,
SetDZ,429,-57,306,114,,,,,,,
SetDZ,795,-57,186,114,,,,,,,
Wait,42,,,,,,,,,,
SetDZ,369,-57,186,114,,,,,,,
SetDZ,735,-57,306,114,,,,,,,
Wait,42,,,,,,,,,,
SetDZ,429,-57,306,114,,,,,,,
SetDZ,795,-57,186,114,,,,,,,
Wait,42,,,,,,,,,,
SetDZ,309,-227,66,454,,,,,,,
SetDZ,855,-227,66,454,,,,,,,
Wait,84,,,,,,,,,,
SetDZ,339,-227,126,454,,,,,,,
SetDZ,825,-227,126,454,,,,,,,
Wait,84,,,,,,,,,,
SetDZ,369,-227,186,454,,,,,,,
SetDZ,795,-227,186,454,,,,,,,
Wait,84,,,,,,,,,,
SetDZ,399,-227,246,454,,,,,,,
SetDZ,765,-227,246,454,,,,,,,
Wait,84,,,,,,,,,,
SetItem,0,524,-16,,,,,,,,
SetItem,1,556,-16,,,,,,,,
SetDZ,348,-794,144,1588,,,,,,,
SetDZ,774,-794,228,1588,,,,,,,
Wait,336,,,,,,,,,,
SetDZ,398,-794,244,1588,,,,,,,
SetDZ,824,-794,128,1588,,,,,,,
Wait,336,,,,,,,,,,
SetItem,0,724,-16,,,,,,,,
SetItem,1,756,-16,,,,,,,,
SetDZ,448,-794,344,1588,,,,,,,
SetDZ,874,-794,28,1588,,,,,,,
Wait,336,,,,,,,,,,
SetDZ,369,-794,186,1588,,,,,,,
SetDZ,795,-794,186,1588,,,,,,,
Wait,336,,,,,,,,,,
SetItem,0,321,-16,,,,,,,,
SetItem,1,353,-16,,,,,,,,
SetDZ,635,-624,506,1248,,,,,,,
Wait,336,,,,,,,,,,
SetItem,0,811,-16,,,,,,,,
SetItem,1,843,-16,,,,,,,,
SetDZ,529,-680,506,1360,,,,,,,
Wait,252,,,,,,,,,,
Wait,84,,,,,,,,,,
SetDZ,399,-28,246,56,,,,,,,
SetDZ,765,-28,246,56,,,,,,,
Wait,42,,,,,,,,,,
SetDZ,475,-28,400,56,,,,,,,
SetDZ,841,-28,92,56,,,,,,,
Wait,42,,,,,,,,,,
SetDZ,399,-28,246,56,,,,,,,
SetDZ,765,-28,246,56,,,,,,,
Wait,42,,,,,,,,,,
SetDZ,322,-28,92,56,,,,,,,
SetDZ,688,-28,400,56,,,,,,,
Wait,42,,,,,,,,,,
SetDZ,399,-28,246,56,,,,,,,
SetDZ,765,-28,246,56,,,,,,,
Wait,42,,,,,,,,,,
SetDZ,475,-28,400,56,,,,,,,
SetDZ,841,-28,92,56,,,,,,,
Wait,42,,,,,,,,,,
SetDZ,399,-28,246,56,,,,,,,
SetDZ,765,-28,246,56,,,,,,,
Wait,42,,,,,,,,,,
SetDZ,322,-28,92,56,,,,,,,
SetDZ,688,-28,400,56,,,,,,,
Wait,42,,,,,,,,,,
SetItem,0,412,-16,,,,,,,,
SetItem,1,444,-16,,,,,,,,
SetDZ,322,-28,92,56,,,,,,,
SetDZ,582,-28,188,56,,,,,,,
SetDZ,841,-28,92,56,,,,,,,
Wait,42,,,,,,,,,,
SetDZ,322,-28,92,56,,,,,,,
SetDZ,688,-28,400,56,,,,,,,
Wait,42,,,,,,,,,,
SetDZ,399,-28,246,56,,,,,,,
SetDZ,765,-28,246,56,,,,,,,
Wait,42,,,,,,,,,,
SetDZ,475,-28,400,56,,,,,,,
SetDZ,841,-28,92,56,,,,,,,
Wait,42,,,,,,,,,,
SetDZ,399,-28,246,56,,,,,,,
SetDZ,765,-28,246,56,,,,,,,
Wait,42,,,,,,,,,,
SetDZ,475,-28,400,56,,,,,,,
SetDZ,841,-28,92,56,,,,,,,
Wait,42,,,,,,,,,,
SetDZ,399,-28,246,56,,,,,,,
SetDZ,765,-28,246,56,,,,,,,
Wait,42,,,,,,,,,,
SetDZ,475,-28,400,56,,,,,,,
