Start,,,,,,,,,,,
SetBGM,2,,,,,,,,,,
DefBGMTime,144,,,,,,,,,,
SetSpeed,180,,,,,,,,,,
SetEnemy,429,-24,120,429,100,540,429,-24,120,0,2
SetEnemy,735,-24,120,735,100,540,735,-24,120,0,2
Wait,180,,,,,,,,,,
SetEnemy,505.5,-24,120,505.5,150,360,505.5,-24,120,1,2
SetEnemy,658.5,-24,120,658.5,150,360,658.5,-24,120,1,2
Wait,180,,,,,,,,,,
SetEnemy,582,-24,120,582,200,180,582,-24,120,2,2
Wait,300,,,,,,,,,,
SwitchSkip,,,,,,,,,,,
SetDZ,404,-30,256,60,,,,,,,
SetDZ,760,-30,256,60,,,,,,,
Wait,20,,,,,,,,,,
SetEnemy,404,-24,130,404,360,0,404,744,130,1,2
SetEnemy,760,-24,130,760,360,0,760,744,130,1,2
Wait,180,,,,,,,,,,
SetDZ,327.5,-60,103,120,,,,,,,
SetDZ,683.5,-60,409,120,,,,,,,
Wait,20,,,,,,,,,,
SetEnemy,327.5,-24,130,327.5,360,0,327.5,744,130,1,2
SetEnemy,683.5,-24,130,683.5,360,0,683.5,744,130,1,2
Wait,180,,,,,,,,,,
SetDZ,404,-30,256,60,,,,,,,
SetDZ,760,-30,256,60,,,,,,,
Wait,20,,,,,,,,,,
SetEnemy,404,-24,130,404,360,0,404,744,130,1,2
SetEnemy,760,-24,130,760,360,0,760,744,130,1,2
Wait,180,,,,,,,,,,
SetDZ,480.5,-60,409,120,,,,,,,
SetDZ,836.5,-60,103,120,,,,,,,
Wait,20,,,,,,,,,,
SetEnemy,480.5,-24,130,480.5,360,0,480.5,744,130,1,2
SetEnemy,836.5,-24,130,836.5,360,0,836.5,744,130,1,2
Wait,120,,,,,,,,,,
SetItem,0,574,-16,,,,,,,,
SetItem,1,590,-16,,,,,,,,
Wait,60,,,,,,,,,,
SwitchSkip,,,,,,,,,,,
SetEnemy,352.5,-24,60,352.5,50,60,0,0,90,1,1
SetEnemy,811.5,-24,60,811.5,50,60,0,0,90,1,1
Wait,210,,,,,,,,,,
SwitchSkip,,,,,,,,,,,
SetDZ,352.5,-194.5,153,389,,,,,,,
SetDZ,811.5,-194.5,153,389,,,,,,,
Wait,60,,,,,,,,,,
SetEnemy,582,-24,60,582,250,90,0,0,60,2,1
Wait,30,,,,,,,,,,
SetEnemy,505.5,-24,60,505.5,250,90,0,0,60,1,1
SetEnemy,658.5,-24,60,658.5,250,90,0,0,60,1,1
Wait,30,,,,,,,,,,
SetDZ,342.5,-777.5,133,1555,,,,,,,
SetDZ,801.5,-777.5,173,1555,,,,,,,
Wait,120,,,,,,,,,,
SetEnemy,421,-24,90,703,100,0,421,100,90,0,0
Wait,60,,,,,,,,,,
SetEnemy,421,-24,90,703,100,0,421,100,90,1,0
Wait,60,,,,,,,,,,
SetEnemy,421,-24,90,703,100,0,421,100,90,2,0
Wait,60,,,,,,,,,,
SetEnemy,421,-24,90,703,100,0,421,100,90,1,0
Wait,60,,,,,,,,,,
SetEnemy,421,-24,90,703,100,0,421,100,90,0,0
Wait,120,,,,,,,,,,
SetDZ,352.5,-97.5,153,195,,,,,,,
SetDZ,811.5,-97.5,153,195,,,,,,,
Wait,300,,,,,,,,,,
SwitchSkip,,,,,,,,,,,
SetEnemy,429,-24,60,429,50,120,0,0,60,0,1
SetEnemy,505.5,-24,60,505.5,50,150,0,0,60,0,1
SetEnemy,582,-24,60,582,50,240,0,0,60,2,1
SetEnemy,658.5,-24,60,658.5,50,210,0,0,60,1,1
SetEnemy,735,-24,60,735,50,180,0,0,60,1,1
Wait,390,,,,,,,,,,
SwitchSkip,,,,,,,,,,,
SetItem,0,574,-16,,,,,,,,
SetItem,1,590,-16,,,,,,,,
Wait,60,,,,,,,,,,
SwitchSkip,,,,,,,,,,,
SetEnemy,582,-24,120,582,100,30,582,-24,60,1,2
Wait,210,,,,,,,,,,
SetEnemy,505.5,-24,120,505.5,100,30,505.5,-24,60,1,2
SetEnemy,658.5,-24,120,658.5,100,30,658.5,-24,60,1,2
Wait,210,,,,,,,,,,
SetEnemy,429,-24,120,429,100,30,0,0,60,2,1
SetEnemy,735,-24,120,735,100,30,0,0,60,2,1
Wait,210,,,,,,,,,,
SetEnemy,505.5,-24,200,505.5,360,0,505.5,744,200,1,2
SetEnemy,582,-24,200,582,360,0,582,744,200,2,2
SetEnemy,658.5,-24,200,658.5,360,0,658.5,744,200,1,2
Wait,60,,,,,,,,,,
SetEnemy,429,-24,200,429,360,0,429,744,200,1,2
SetEnemy,735,-24,200,735,360,0,735,744,200,1,2
Wait,60,,,,,,,,,,
SetEnemy,582,-24,200,582,360,0,582,744,200,0,2
Wait,90,,,,,,,,,,
SetEnemy,582,-24,200,582,360,0,582,744,200,1,2
Wait,90,,,,,,,,,,
SetEnemy,582,-24,200,582,360,0,582,744,200,2,2
Wait,400,,,,,,,,,,
SetEnemy,332,-24,90,332,240,0,332,-80,90,1,0
SetEnemy,432,-24,90,432,240,0,432,-80,90,1,0
SetEnemy,532,-24,90,532,240,0,532,-80,90,1,0
SetEnemy,632,-24,90,632,240,0,632,-80,90,1,0
SetEnemy,732,-24,90,732,240,0,732,-80,90,1,0
SetEnemy,832,-24,90,832,240,0,832,-80,90,1,0
Wait,600,,,,,,,,,,
SetEnemy,429,-24,210,429,280,0,582,744,210,1,2
